
星辰影院,#genre#
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视,http://140.207.241.3:8080/live/program/live/szwshd/4000000/mnf.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,[1920•1080]http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://140.207.241.3:8080/live/program/live/zjwshd/4000000/mnf.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江中国蓝新闻,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
浙江中国蓝新闻,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/lnwshd/4000000/mnf.m3u8
江西卫视,http://140.207.241.3:8080/live/program/live/jxwshd/4000000/mnf.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jxwshd/4000000/mnf.m3u8
江苏卫视,http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8
江苏卫视,http://140.207.241.3:8080/live/program/live/jswshd/4000000/mnf.m3u8
江苏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
东方卫视,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://140.207.241.3:8080/live/program/live/hddfws/4000000/mnf.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8
广东卫视,http://140.207.241.3:8080/live/program/live/gdwshd/4000000/mnf.m3u8
广东卫视,http://cm.wshls.homecdn.com/live/1bd69.m3u8
广东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
天津卫视,http://140.207.241.3:8080/live/program/live/tjwshd/4000000/mnf.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
山东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://140.207.241.3:8080/live/program/live/sdwshd/4000000/mnf.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sdwshd/4000000/mnf.m3u8
湖北卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225699/index.m3u8
湖北卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000010355&livemode=1&stbId=2&channel-id=ystenlive
湖北卫视,http://140.207.241.3:8080/live/program/live/hbwshd/4000000/mnf.m3u8
安徽卫视,http://183.207.255.197/live/program/live/ahwshd/2300000/mnf.m3u8
安徽卫视,http://140.207.241.3:8080/live/program/live/ahwshd/4000000/mnf.m3u8
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ahwshd/4000000/mnf.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
贵州卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225728/index.m3u8
东南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dnwshd/2300000/mnf.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://140.207.241.2:8080/live/program/live/lyws/1300000/mnf.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
河南卫视,http://112.17.40.220/PLTV/88888888/224/3221231729/index.m3u8
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225531/index.m3u8?fmt=ts2hls
内蒙古卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225667/index.m3u8
内蒙古卫视,http://111.40.196.39/PLTV/88888888/224/3221225574/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225725/index.m3u8
厦门卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226199/index.m3u8?zfud
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://stream4.jlntv.cn/test2/sd/live.m3u8
黑龙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225736/index.m3u8

黑龙江卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225690/index.m3u8
晋江卫视,http://stream.jinjiang.tv/1/sd/live.m3u8
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangbacea9011d928b7714a215/1.m3u8

延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8

兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
金鹰纪实,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240303_1/encoder/0/playlist.m3u8?
西藏藏语卫视,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
中国教育1,
中国教育2,
中国教育4,
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
爱自然,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

东南卫视,http://hls.yun.gehua.net.cn:8088/live/FuJian_2000.m3u8
东方卫视,http://hls.yun.gehua.net.cn:8088/live/DongFangHD_6000.m3u8
江苏卫视,http://hls.yun.gehua.net.cn:8088/live/JiangSuHD_6000.m3u8
江西卫视,http://hls.yun.gehua.net.cn:8088/live/
河北卫视,http://hls.yun.gehua.net.cn:8088/live/HeBeiHD_6000.m3u8
浙江卫视,http://hls.yun.gehua.net.cn:8088/live/ZheJiangHD_6000.m3u8
深圳卫视,http://hls.yun.gehua.net.cn:8088/live/ShenZhenHD_6000.m3u8
湖北卫视,http://hls.yun.gehua.net.cn:8088/live/HuBeiHD_6000.m3u8
湖南卫视,http://hls.yun.gehua.net.cn:8088/live/HuNanHD_6000.m3u8
北京卫视,http://hls.yun.gehua.net.cn:8088/live/BTV1HD_6000.m3u8
四川卫视,http://hls.yun.gehua.net.cn:8088/live/SiChuan_2000.m3u8
天津卫视,http://hls.yun.gehua.net.cn:8088/live/TianJinHD_6000.m3u8
安徽卫视,http://hls.yun.gehua.net.cn:8088/live/AnHuiHD_6000.m3u8
山东卫视,http://hls.yun.gehua.net.cn:8088/live/ShanDongHD_6000.m3u8
山西卫视,http://hls.yun.gehua.net.cn:8088/live/ShanXi_2000.m3u8
广东卫视,http://hls.yun.gehua.net.cn:8088/live/GuangDongHD_6000.m3u8
黑龙江卫视,http://hls.yun.gehua.net.cn:8088/live/HeiLongJiangHD_6000.m3u8
广西卫视,http://hls.yun.gehua.net.cn:8088/live/GuangXi_2000.m3u8
重庆卫视,http://hls.yun.gehua.net.cn:8088/live/ChongQing_2000.m3u8
吉林卫视,http://hls.yun.gehua.net.cn:8088/live/JiLinWeiShiHD_1200.m3u8
云南卫视,http://hls.yun.gehua.net.cn:8088/live/YunNan_2000.m3u8
陕西卫视,http://hls.yun.gehua.net.cn:8088/live/ShannXi_2000.m3u8
内蒙古卫视,http://hls.yun.gehua.net.cn:8088/live/NeiMengGu_2000.m3u8
青海卫视,http://hls.yun.gehua.net.cn:8088/live/QingHai_2000.m3u8
宁夏卫视,http://hls.yun.gehua.net.cn:8088/live/NingXia_2000.m3u8
甘肃卫视,http://hls.yun.gehua.net.cn:8088/live/GanSu_2000.m3u8
西藏卫视,http://hls.yun.gehua.net.cn:8088/live/XiZang_2000.m3u8
新疆卫视,http://hls.yun.gehua.net.cn:8088/live/XinJiang_2000.m3u8
贵州卫视,http://hls.yun.gehua.net.cn:8088/live/GuiZhou_2000.m3u8
辽宁卫视,http://hls.yun.gehua.net.cn:8088/live/LiaoNingHD_1200.m3u8
东方卫视,http://hls.yun.gehua.net.cn:8088/live/DongFangHD_6000.m3u8
上海法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
上海新闻综合,https://epg.pm/stream/2e8c55e55a0ac702aa1f0c4e35d579c9ac2756fb4325643d63a38a0eecb8732f.m3u8
上海新闻综合,http://183.207.255.188/live/program/live/xwzhhd/4000000/mnf.m3u8
上海东方电影,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
上海都市频道,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海外语频道,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
上海纪实频道,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海五星体育,http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8
上海劲爆体育,http://183.207.255.188/live/program/live/jbtyhd/4000000/mnf.m3u8
上海新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
上海全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
上海极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
上海动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
上海欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
足球魅力,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
上海生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
上海艺术人文,http://183.207.255.188/live/program/live/ysrw/1300000/mnf.m3u8
上海哈哈炫动,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
上海东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
金鹰卡通,http://183.207.255.188/live/program/live/jykt/1300000/mnf.m3u8
嘉佳卡通,http://183.207.255.188/live/program/live/jjkt/1300000/mnf.m3u8
上海实时路况:南北高架延安路高架交汇处,https://09d6466c00724862f53a5aef6d25952a.livehwc3.cn/live-hw.kksmg.com/live/luzheng3.m3u8
上海实时路况:南北高架共和新路,https://09d6466c00724862f53a5aef6d25952a.livehwc3.cn/live-hw.kksmg.com/live/luzheng4.m3u8
上海实时路况:卢浦大桥,https://09d6466c00724862f53a5aef6d25952a.livehwc3.cn/live-hw.kksmg.com/live/luzheng1.m3u8

上海实时路况:延东立交,https://09d6466c00724862f53a5aef6d25952a.livehwc3.cn/live-hw.kksmg.com/live/luzheng2.m3u8
安徽卫视,http://yfsl.vsd.gehua.net.cn/live/AnHuiHD_6000.m3u8

港台频道,#genre#
防失联关注作者,http://tvmvip110.live/view.php/81319c32521b6618fec17625e4471927.mp4
凤凰资讯,http://hg.lik2004k.ml/live.php?id=PhoenixTV
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
翡翠台HD,http://23.237.10.66:16106
开电视,http://livetv.dnsfor.me:80/channel.9.m3u8
开电视,http://uc6.i-cable.com/live_freedirect/opentvhd001_h.live/playlist.m3u8
无线新闻台,http://hg.lik2004k.ml/xg.php?id=0&hq
无线财经台,http://hg.lik2004k.ml/xg.php?id=2&hq
无线新闻,http://hg.lik2004k.ml/live.php?id=1
无线财经,http://hg.lik2004k.ml/live.php?id=2
无线新闻台,http://23.237.10.66:16110
有线新闻,http://livetv.dnsfor.me:80/channel.5.m3u8
新加坡8频道,http://23.237.10.66:16150
马来8频道,http://51.79.82.208:16005
NOW体育,http://livetv.dnsfor.me:80/channel.12.m3u8
NOW新闻,http://livetv.dnsfor.me:80/channel.4.m3u8
NOW直播,http://livetv.dnsfor.me/channel.3.m3u8
TVBJ,http://23.237.10.66:16410
翡翠台HD,http://zb.8d8q.com/proxy/gangtai.php?tid=gt&id=1
RTHK31HD,http://livetv.dnsfor.me:80/channel.1.m3u8
RTHK32HD,http://livetv.dnsfor.me:80/channel.2.m3u8
有线财经资讯台,https://api.leonardpark.dev/live/icable/108
有线新闻台,https://api.leonardpark.dev/live/icable/109
卫视电影台,http://23.237.10.66:16010
天映电影,http://51.79.82.208:16024
ASTRO 双星,http://51.79.82.208:16021
台视HD,http://23.237.10.66:16344
三立新闻,http://23.237.10.66:16342
民视HD,http://23.237.10.66:16334
中天综合HD,http://23.237.10.66:16372
RTHK31[1920*1080],http://185.207.176.189:8080/channels/tv-31/playlist.m3u8
RTHK34[1920*1080],http://185.207.176.189:8080/channels/tv-34/playlist.m3u8
RTHK32[1920*1080],http://185.207.176.189:8080/channels/tv-32/playlist.m3u8
RTHK33[1920*1080],http://185.207.176.189:8080/channels/tv-33/playlist.m3u8
J2台[1920*1080],http://185.207.176.189:8080/channels/tv-82/playlist.m3u8
翡翠台[1920*1080],http://185.207.176.189:8080/channels/tv-81/playlist.m3u8
无线新闻台[1920*1080],http://185.207.176.189:8080/channels/tv-83/playlist.m3u8
明珠台[1920*1080],http://185.207.176.189:8080/channels/tv-84/playlist.m3u8
无线财经台[1920*1080],http://185.207.176.189:8080/channels/tv-85/playlist.m3u8
Viutv6[1920*1080],http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
Viutv[1920*1080],http://185.207.176.189:8080/channels/tv-99/playlist.m3u8




斗鱼频道,#genre#

伤感点歌,http://tvmvip110.shop/douyu.php?id=3186217

进击的神乐,http://tvmvip110.shop/douyu.php?id=85894
傲娇的赛亚人,http://tvmvip110.shop/douyu.php?id=4373285
译制国语,http://tvmvip110.shop/douyu.php?id=2436390
万和出品,http://tvmvip110.shop/douyu.php?id=9220456
花卷影厅,http://tvmvip110.shop/douyu.php?id=52787

网神影厅,http://tvmvip110.shop/douyu.php?id=508118
花卷美剧,http://tvmvip110.shop/douyu.php?id=1409682
女神经影院,http://tvmvip110.shop/douyu.php?id=747764
云宝影院,http://tvmvip110.shop/douyu.php?id=7305938


特辑影院,http://tvmvip110.shop/douyu.php?id=3637778
贝贝影院,http://tvmvip110.shop/douyu.php?id=431460
鱼小丸梓,http://tvmvip110.shop/douyu.php?id=6140589
贝爷影厅,http://tvmvip110.shop/douyu.php?id=4332
菜园小饼,http://tvmvip110.shop/douyu.php?id=1735337
萌萌小鸭,http://tvmvip110.shop/douyu.php?id=7925840
浦蚂蚱,http://tvmvip110.shop/douyu.php?id=6079455
怡宝影院,http://tvmvip110.shop/douyu.php?id=434971
进击的神乐2,http://tvmvip110.shop/douyu.php?id=122402
可乐橙,http://tvmvip110.shop/douyu.php?id=20415
薯条影厅,http://tvmvip110.shop/douyu.php?id=10599965
港片轮播,http://tvmvip110.shop/douyu.php?id=9129814
小星儿很酷,http://tvmvip110.shop/douyu.php?id=9650887
林正英女鬼,http://tvmvip110.shop/douyu.php?id=6906628
林正英高清,http://tvmvip110.shop/douyu.php?id=7356023
港剧直播,http://tvmvip110.shop/douyu.php?id=4549169
豆瓣高分,http://tvmvip110.shop/douyu.php?id=8770422
漫威电影,http://tvmvip110.shop/douyu.php?id=4282654
小九电影,http://epg.112114.xyz/douyu/7136517
美剧【逃出监狱】,http://tc-tct.douyucdn2.cn/dyliveflv3/7575350rgb49peht.flv?wsAuth=5ebdce98ac9f058f62d04298082af590&token=cpn-androidmpro-0-7575350-1f98962f321e8869213afd386f00f644dfb7d883a5ea367a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
电视剧场,http://23.237.10.66:16406
食物链顶端的男人,http://tc-tct.douyucdn2.cn/dyliveflv3a/9774806rKQIZlzH5.flv?wsAuth=7bbdbfeb92ef7346ae37b5eacbf34983&token=cpn-androidmpro-0-9774806-9402bbf7126901dfc80a08cc3a94ef619b70483184adc979&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
野生动物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=2508a784a5f5d13ac3db5195900307a4&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237c6e7d241ca25c34a63908af24f643f720&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
野生动物世界,http://tc-tct.douyucdn2.cn/dyliveflv3/4360438raWZg8oYV.flv?wsAuth=6fb19f3f565d3208224231bb4a7b4419&token=cpn-androidmpro-0-4360438-0a8e5eef1f68267abac7ae0e59c1540d3df59f89781f4f66&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
花花与三猫CatLive,http://tc-tct.douyucdn2.cn/dyliveflv3a/7348194ranyCeNQZ.flv?wsAuth=f5aacaf3bf40e81e9ed447589d53a0fc&token=cpn-androidmpro-0-7348194-89b893809411c537d4c7cd1d0e367dbc8c98d681c1548d4a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
冒险雷探长,http://tc-tct.douyucdn2.cn/dyliveflv1a/5028934rXN1zxXId.flv?wsAuth=e0c628766323b8277b42ab36ef6feed7&token=cpn-androidmpro-0-5028934-6f2c979be2bac93e71a4823e1adcacc374e5ca2133f8dd52&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
米小姐的旅行食光,http://tc-tct.douyucdn2.cn/dyliveflv3a/9407572r3HBWQNuC.flv?wsAuth=0d320f3f8cf3921c40249fde8cb5a8f6&token=cpn-androidmpro-0-9407572-bdb2fe7cf7ba5dc08de604bf4eda8ec599886e9591dee81a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
中华美食纪录片,http://tc-tct.douyucdn2.cn/dyliveflv3/9290734rCuGneTXM.flv?wsAuth=8c5dc25ad377b23fb159630a5d7ccbb2&token=cpn-androidmpro-0-9290734-b271168805b7ee2ecc633fde86b1ea5dd4ff1b03cbe7ca52&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
看看世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/442280r4hoDYYBM3.flv?wsAuth=aeda631db3eb0c7a97bd26b332dd5204&token=cpn-androidmpro-0-442280-e976f316d0494d8c0ce34efe9fca0b1917c924e824453d50&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
美食,http://tc-tct.douyucdn2.cn/dyliveflv3a/9841807r0Jef0VEA.flv?wsAuth=f515fb06c4e21ba484d60e7ff232c320&token=cpn-androidmpro-0-9841807-b17fecc394a414427af9baf72830c199f6acfa00de9b7ab1&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
宇宙探索飞船,http://tc-tct.douyucdn2.cn/dyliveflv3/9456028rc0Q8FYd9.flv?wsAuth=2ce30acbcf38f81a7805f3099c0d9687&token=cpn-androidmpro-0-9456028-f0cc81bc41fde55cbc1d96efd19b8ce7e2e32e9e3d55a9a5&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
都市夜魔人老王,http://tc-tct.douyucdn2.cn/dyliveflv3a/610972rrgNnSN050.flv?wsAuth=ab01f53fb8f7a5f8d69286cc15ace536&token=cpn-androidmpro-0-610972-df85fd87e6aca70b85df0f6dd529af960539d199a73fe13b&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
古今中外犯罪录,http://tc-tct.douyucdn2.cn/dyliveflv3a/9171887rsDUiXb6d.flv?wsAuth=3b2fcf083562d51c06153750f80c99d8&token=cpn-androidmpro-0-9171887-ae733b73af93d2b0cf321408bfd5b103e1e283ba444ef326&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
篮球集锦速递,http://tc-tct.douyucdn2.cn/dyliveflv3a/9399887ryaY6lg3o.flv?wsAuth=c73c94b9a90f1b2408fe8de6489ea0ff&token=cpn-androidmpro-0-9399887-4e1d61d0cc6c0c57f1f6a0cf41722bf8121bde2e277bc955&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
故事档案,http://tc-tct.douyucdn2.cn/dyliveflv3/9174097rShQvZxfl.flv?wsAuth=f3316708448006627f662d5df0ecbbb4&token=cpn-androidmpro-0-9174097-56616c4b693cc694abc2ee7eeac50e69cb193e1a7183ad95&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
百辩达人秀,http://tc-tct.douyucdn2.cn/dyliveflv3a/9391033rQagh53ep.flv?wsAuth=82ac5d49c8675a9a23316397c1321fd9&token=cpn-androidmpro-0-9391033-79107afd075925475676b889a343e08bc01eb9fbd291e50c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
乱炖大杀器,http://tc-tct.douyucdn2.cn/dyliveflv3/9592463rdk9IuWbi.flv?wsAuth=a93d40c8cdac4e20de19f673e09d6e72&token=cpn-androidmpro-0-9592463-845ad7c5891782c755566fda8c74306c545dd94bc3d766dd&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
窒息的操作,http://tc-tct.douyucdn2.cn/dyliveflv3/8881729rhLJl0hsz.flv?wsAuth=9ee3d1dfeb6fc4b1ac33521c8fb75f5e&token=cpn-androidmpro-0-8881729-08895ec5f5ffd3d19c57914966bb54b92e6b1e8297b8efd5&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
宇宙大真相,http://tc-tct.douyucdn2.cn/dyliveflv3a/6173973rWyfqyZEf.flv?wsAuth=e3473348a87ef8481a2633b4c483637d&token=cpn-androidmpro-0-6173973-a20f2e77df27ff7832e2b23a0a135962e7cd982a1306f2df&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
日本设计师爆改陈年古宅,http://tc-tct.douyucdn2.cn/dyliveflv3a/2488857rm58SoaOI.flv?wsAuth=3d28c3c8d8aa77d9f2977eb9e4e20690&token=cpn-androidmpro-0-2488857-9962651d5112203e026772c7c8425415f269e727ade864a5&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
斗鱼電影7,http://epg.112114.xyz/douyu/3637726
斗鱼電影8,http://epg.112114.xyz/douyu/323876
斗鱼电影10,http://epg.112114.xyz/douyu/2935323
斗鱼電影11,http://epg.112114.xyz/douyu/7459925
斗鱼電影16,http://epg.112114.xyz/douyu/431460
斗鱼電影18,http://epg.112114.xyz/douyu/4246519
斗鱼電影22,http://epg.112114.xyz/douyu/1979257
斗鱼電影23,http://epg.112114.xyz/douyu/7494871
斗鱼電影26,http://epg.112114.xyz/douyu/8413092
斗鱼電影35,http://epg.112114.xyz/douyu/248753
斗鱼電影71,http://epg.112114.xyz/douyu/2987100
斗鱼電影77,http://epg.112114.xyz/douyu/2758565
斗鱼電影81,http://epg.112114.xyz/douyu/3870925
斗鱼電影95,http://epg.112114.xyz/douyu/4549169
斗鱼電影97,http://epg.112114.xyz/douyu/8867878
斗鱼電影99,http://epg.112114.xyz/douyu/7655471
斗鱼電影105,http://epg.112114.xyz/douyu/4290711
斗鱼電影108,http://epg.112114.xyz/douyu/6566671
斗鱼電影111,http://epg.112114.xyz/douyu/8475821
斗鱼電影117,http://epg.112114.xyz/douyu/338759
斗鱼電影124,http://epg.112114.xyz/douyu/2793084
斗鱼電影125,http://epg.112114.xyz/douyu/5067952
斗鱼電影128,http://epg.112114.xyz/douyu/675072
斗鱼電影129,http://epg.112114.xyz/douyu/413573
斗鱼電影134,http://epg.112114.xyz/douyu/6725858
斗鱼電影135,http://epg.112114.xyz/douyu/7476264
斗鱼電影136,http://epg.112114.xyz/douyu/5689514
斗鱼電影141,http://epg.112114.xyz/douyu/7623292
斗鱼電影145,http://epg.112114.xyz/douyu/5033502
斗鱼電影151,http://epg.112114.xyz/douyu/426517
斗鱼電影153,http://epg.112114.xyz/douyu/8799435
斗鱼電影155,http://epg.112114.xyz/douyu/4258555
斗鱼電影165,http://epg.112114.xyz/douyu/8705754
斗鱼電影166,http://epg.112114.xyz/douyu/5581257
斗鱼電影169,http://epg.112114.xyz/douyu/7528160
斗鱼电影90,http://epg.112114.xyz/douyu/6785471
斗鱼电影92,http://epg.112114.xyz/douyu/7537296
斗鱼电影110,http://epg.112114.xyz/douyu/8415464
斗鱼电影113,http://epg.112114.xyz/douyu/5522351
斗鱼电影114,http://epg.112114.xyz/douyu/562225
